"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 12 08:34:18 GMT 2025","Sat Apr 12 08:34:18 GMT 2025","74","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superAdminCanCreateProjectWithValidId","Project with valid id can be created by Super user",""
"passed","Sat Apr 12 08:34:13 GMT 2025","Sat Apr 12 08:34:13 GMT 2025","6","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCanCreateBuildType","Project admin should be able to create build type for their project",""
"passed","Sat Apr 12 08:34:19 GMT 2025","Sat Apr 12 08:34:19 GMT 2025","149","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superAdminCanNotCreateProjectWithTheSameName","Project with the same name can not be created by Super user",""
"passed","Sat Apr 12 08:34:20 GMT 2025","Sat Apr 12 08:34:20 GMT 2025","67","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superuserCanNotCreateProjectWithXInvalidIdAndEmptyName","Project with invalid id and empty name can not be created by Super user",""
"passed","Sat Apr 12 08:34:18 GMT 2025","Sat Apr 12 08:34:18 GMT 2025","125","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superAdminCanCreateProjectWithValidId","Project with valid id can be created by Super user",""
"passed","Sat Apr 12 08:34:21 GMT 2025","Sat Apr 12 08:34:21 GMT 2025","149","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCanNotCopyProject","User should not be able to create a copy of non existing project",""
"passed","Sat Apr 12 08:34:20 GMT 2025","Sat Apr 12 08:34:20 GMT 2025","72","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superuserCanNotCreateProjectWithNonLatinId","Project with non-latin id can not be created by Super user",""
"passed","Sat Apr 12 08:34:20 GMT 2025","Sat Apr 12 08:34:20 GMT 2025","86","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superuserCanNotCreateProjectWithIdStartsWithNonLetter","Project with id starts with non letter can not be created by Super user",""
"passed","Sat Apr 12 08:34:20 GMT 2025","Sat Apr 12 08:34:20 GMT 2025","78","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","superuserCanNotCreateProjectIdMoreThan225Symbols","Project with id > 225 symbols can not be created by Super user",""
"passed","Sat Apr 12 08:34:22 GMT 2025","Sat Apr 12 08:34:22 GMT 2025","178","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCanNotCreateProject","Project can not be created by user with certain role",""
